city,year,tavg,tmin,tmax,prcp
Rajasthan_1990_2022_Jodhpur,1998,24.2260989010989,19.933110367892976,30.08765060240964,1211.8
Rajasthan_1990_2022_Jodhpur,1999,23.547645429362884,18.942906574394463,29.58818181818182,662.3
Rajasthan_1990_2022_Jodhpur,2000,23.4386301369863,18.959090909090907,29.429032258064513,1036.2
Rajasthan_1990_2022_Jodhpur,2001,23.77150684931507,19.38167202572347,29.746086956521737,790.4
Rajasthan_1990_2022_Jodhpur,2002,24.055647382920114,19.268506493506493,30.318390804597698,572.6
Rajasthan_1990_2022_Jodhpur,2003,24.22451790633609,19.55873015873016,30.671044776119402,628.2
Rajasthan_1990_2022_Jodhpur,2004,23.395628415300543,18.873633440514467,29.525977653631283,1026.2
Rajasthan_1990_2022_Jodhpur,2005,23.68712328767123,19.276451612903227,29.719209039548023,1521.8
Rajasthan_1990_2022_Jodhpur,2006,23.738904109589043,19.177981651376147,29.916526610644258,587.2
Rajasthan_1990_2022_Jodhpur,2007,23.856077348066297,19.22420382165605,29.81005747126437,1465.5
Rajasthan_1990_2022_Jodhpur,2008,23.53934426229508,19.10125,29.528248587570623,1184.2
Rajasthan_1990_2022_Jodhpur,2009,23.965384615384615,19.417045454545455,29.79804469273743,953.0
Rajasthan_1990_2022_Jodhpur,2010,24.072054794520547,19.9071875,29.685595567867036,835.4
Rajasthan_1990_2022_Jodhpur,2011,23.507397260273976,19.001436781609197,30.025274725274727,923.9
Rajasthan_1990_2022_Jodhpur,2012,24.210928961748635,19.482417582417582,30.924590163934425,587.1999999999999
Rajasthan_1990_2022_Jodhpur,2013,23.89835616438356,19.527246376811593,30.373698630136985,1045.2
Rajasthan_1990_2022_Jodhpur,2014,24.130684931506853,20.569005847953218,30.54301369863014,1076.1
Rajasthan_1990_2022_Jodhpur,2015,23.866849315068492,19.937853107344633,30.29123287671233,1137.4
Rajasthan_1990_2022_Jodhpur,2016,24.43633879781421,19.911845730027547,30.76510989010989,742.1
Rajasthan_1990_2022_Jodhpur,2017,24.306849315068494,19.821703296703298,30.478356164383563,1693.4
Rajasthan_1990_2022_Jodhpur,2018,23.91013698630137,19.476859504132232,30.033791208791207,936.0
Rajasthan_1990_2022_Jodhpur,2019,24.48054794520548,20.133972602739725,30.50630136986301,898.8
